"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 21 14:26:49 GMT 2021","Sun Nov 21 14:26:58 GMT 2021","9311","","Tests.SearchTests","","Tests.SearchTests","selenideSearchTest","selenideSearchTest()",""
"passed","Sun Nov 21 14:26:58 GMT 2021","Sun Nov 21 14:27:00 GMT 2021","1945","","Tests.SearchTests","","Tests.SearchTests","selenideSearchTest2","selenideSearchTest2()",""
