"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 21 14:03:41 GMT 2021","Sun Nov 21 14:03:48 GMT 2021","7087","","Tests.SearchTests","","Tests.SearchTests","selenideSearchTest","selenideSearchTest()",""
"passed","Sun Nov 21 14:03:49 GMT 2021","Sun Nov 21 14:03:51 GMT 2021","2074","","Tests.SearchTests","","Tests.SearchTests","selenideSearchTest2","selenideSearchTest2()",""
